Iteration,Policy Loss,Value Loss
999,0.2078,0.0
1000,0.0136,0.0
1001,0.001,0.0013
1002,0.081,0.0004
1003,0.1979,0.0002
1004,0.1412,0.0
1005,0.1761,0.0
1006,0.0193,0.0
1007,0.0014,0.0001
1008,0.0065,0.0001
1009,0.2613,0.0083
1010,0.0032,0.0001
1011,0.1481,0.005
1012,0.2318,0.0009
1013,0.3748,0.0
1014,0.0008,0.0001
1015,0.0088,0.0001
1016,0.0103,0.0
1017,0.0734,0.0
1018,0.0559,0.0
1019,0.0157,0.0
1020,0.0171,0.0
1021,0.1454,0.0032
1022,0.0252,0.0076
1023,0.1665,0.0235
1024,0.3071,0.0
1025,0.0339,0.0001
1026,0.1101,0.0
1027,0.0176,0.0002
1028,0.0031,0.0007
1029,0.0889,0.0171
1030,0.0302,0.0001
1031,0.1273,0.0006
1032,0.0819,0.0107
1033,0.0086,0.008
1034,0.0091,0.0
1035,0.1325,0.0063
1036,0.0041,0.0004
1037,0.0571,0.0002
1038,0.001,0.0005
1039,0.0113,0.0008
1040,0.1665,0.0096
1041,0.107,0.0003
1042,0.0063,0.0001
1043,0.0018,0.0001
1044,0.0725,0.0106
1045,0.0014,0.0
1046,0.0043,0.0019
1047,0.0016,0.0002
1048,0.0283,0.0002
1049,0.0713,0.0
1050,0.0202,0.0018
1051,0.0343,0.0001
1052,0.0026,0.0008
1053,0.0328,0.0002
1054,0.0025,0.0
1055,0.0038,0.0002
1056,0.0097,0.0
1057,0.0186,0.0
1058,0.006,0.0
1059,0.0078,0.0
1060,0.3638,0.0001
1061,0.0068,0.0011
1062,0.0031,0.0002
1063,0.0187,0.0003
1064,0.1561,0.0
1065,0.0039,0.0048
1066,0.0632,0.0
1067,0.0201,0.0
1068,0.0222,0.0
1069,0.0184,0.0356
1070,0.0086,0.0005
1071,0.0933,0.0002
1072,0.0028,0.0005
1073,0.0553,0.0002
1074,0.0057,0.001
1075,0.0043,0.0022
1076,0.0526,0.0
1077,0.202,0.0
1078,0.0554,0.0
1079,0.0042,0.0
1080,0.0124,0.0008
1081,0.2105,0.0
1082,0.0517,0.0001
1083,0.0018,0.0008
1084,0.0013,0.0
1085,0.0038,0.0
1086,0.007,0.0
1087,0.1136,0.0
1088,0.0459,0.0004
1089,0.0888,0.0
1090,0.0035,0.0001
1091,0.0724,0.0001
1092,0.0326,0.0001
1093,0.1079,0.0
1094,0.1338,0.0001
1095,0.0681,0.0002
1096,0.003,0.0
1097,0.0083,0.0002
1098,0.0014,0.0001
1099,0.102,0.0
1100,0.0718,0.0017
1101,0.0019,0.0
1102,0.0906,0.0
1103,0.0666,0.0004
1104,0.0528,0.0005
1105,0.0514,0.0
1106,0.0015,0.0
1107,0.1343,0.0004
1108,0.0184,0.0
1109,0.028,0.0
1110,0.0073,0.0
1111,0.0038,0.0
1112,0.2679,0.0
1113,0.0015,0.0
1114,0.0066,0.0
1115,0.0032,0.0
1116,0.0026,0.0
1117,0.0034,0.0
1118,0.2522,0.0
1119,0.1861,0.0001
1120,0.0102,0.0
1121,0.0022,0.0
1122,0.1042,0.0
1123,0.2052,0.0001
1124,0.0879,0.0
1125,0.0488,0.0001
1126,0.062,0.0
1127,0.1274,0.0
1128,0.1437,0.0
1129,0.1321,0.0001
1130,0.1205,0.0
1131,0.0471,0.0
1132,0.1602,0.0001
1133,0.0282,0.0
1134,0.0163,0.0
1135,0.0137,0.0002
1136,0.0604,0.0
1137,0.0047,0.0
1138,0.0041,0.0005
1139,0.0399,0.0003
1140,0.07,0.0
1141,0.0058,0.0
1142,0.0115,0.0
1143,0.0277,0.0
1144,0.0082,0.0001
1145,0.0091,0.0
1146,0.0096,0.0
1147,0.0132,0.0002
1148,0.1393,0.0
1149,0.0286,0.0001
1150,0.0058,0.0
1151,0.0049,0.0002
1152,0.3088,0.0009
1153,0.0026,0.0001
1154,0.0071,0.0
1155,0.2689,0.0
1156,0.0045,0.0
1157,0.0029,0.0
1158,0.0023,0.0001
1159,0.1193,0.0002
1160,0.1573,0.0004
1161,0.0341,0.0001
1162,0.0271,0.0066
1163,0.0047,0.0
1164,0.0269,0.0001
1165,0.0253,0.0
1166,0.0042,0.0003
1167,0.0767,0.0
1168,0.0679,0.0003
1169,0.0366,0.0
1170,0.0576,0.0
1171,0.0393,0.0048
1172,0.0337,0.0001
1173,0.0396,0.0
1174,0.0072,0.0
1175,0.027,0.0
1176,0.0543,0.0
1177,0.0192,0.0003
1178,0.0171,0.0
1179,0.009,0.0
1180,0.0151,0.0025
1181,0.0097,0.0
1182,0.0032,0.0
1183,0.0405,0.0033
1184,0.3971,0.0
1185,0.0088,0.0001
1186,0.0074,0.0
1187,0.026,0.0017
1188,0.1208,0.0
1189,0.0249,0.0
1190,0.2034,0.0
1191,0.0009,0.0002
1192,0.001,0.0
1193,0.0051,0.0037
1194,0.0107,0.0
1195,0.0185,0.0001
1196,0.0044,0.0
1197,0.0242,0.0001
1198,0.0097,0.0
1199,0.1307,0.0
1200,0.1789,0.0
1201,0.0018,0.0
1202,0.0053,0.0
1203,0.129,0.0
1204,0.0907,0.0023
1205,0.0027,0.0001
1206,0.0092,0.0001
1207,0.0442,0.0002
1208,0.0889,0.0
1209,0.0049,0.0032
1210,0.0071,0.0
1211,0.0037,0.0
1212,0.1014,0.0
1213,0.004,0.0
1214,0.0037,0.0
1215,0.2635,0.0
1216,0.0005,0.0
1217,0.0028,0.0
1218,0.102,0.0001
1219,0.0028,0.0
1220,0.0146,0.0
1221,0.0031,0.0
1222,0.0273,0.0
1223,0.0037,0.0036
1224,0.0378,0.0
1225,0.0226,0.0
1226,0.1215,0.0
1227,0.0003,0.0
1228,0.0225,0.0022
1229,0.0004,0.0084
1230,0.0064,0.0
1231,0.3635,0.0
1232,0.0016,0.0
1233,0.1341,0.0
1234,0.0023,0.0
1235,0.0682,0.0004
1236,0.046,0.0
1237,0.0548,0.0
1238,0.004,0.0002
1239,0.0167,0.0002
1240,0.0956,0.0
1241,0.0021,0.0
1242,0.1304,0.0004
1243,0.0368,0.0
1244,0.0045,0.0
1245,0.0068,0.0005
1246,0.0428,0.0001
1247,0.1642,0.0
1248,0.0428,0.0019
1249,0.0512,0.0
1250,0.0882,0.0
1251,0.0071,0.0045
1252,0.1609,0.0
1253,0.1229,0.0014
1254,0.1189,0.0027
1255,0.0473,0.0
1256,0.006,0.0
1257,0.0237,0.0011
1258,0.0329,0.0
1259,0.0256,0.0
1260,0.0025,0.0
1261,0.0183,0.0
1262,0.1107,0.0
1263,0.0012,0.0
1264,0.1088,0.0005
1265,0.0131,0.0
1266,0.0006,0.0
1267,0.033,0.0
1268,0.0711,0.0
1269,0.0041,0.0
1270,0.0369,0.0
1271,0.0374,0.0
1272,0.0307,0.0
1273,0.0391,0.0001
1274,0.0652,0.0
1275,0.0023,0.0001
1276,0.0292,0.0
1277,0.1409,0.0
1278,0.1065,0.0001
1279,0.0166,0.0001
1280,0.0203,0.0072
1281,0.0151,0.0002
1282,0.0039,0.0033
1283,0.1298,0.0
1284,0.0185,0.0007
1285,0.0132,0.0
1286,0.0049,0.0
1287,0.0372,0.0001
1288,0.1618,0.0
1289,0.1112,0.0
1290,0.0189,0.0
1291,0.0011,0.0
1292,0.012,0.0
1293,0.1284,0.0002
1294,0.0032,0.0034
1295,0.0245,0.0
1296,0.0235,0.0004
1297,0.002,0.0
1298,0.0274,0.0
1299,0.002,0.0
1300,0.0689,0.0
1301,0.0011,0.0001
1302,0.0267,0.0
1303,0.0729,0.0001
1304,0.0286,0.0
1305,0.002,0.0
1306,0.0338,0.0
1307,0.0275,0.0
1308,0.001,0.0004
1309,0.1904,0.0015
1310,0.0214,0.0
1311,0.1016,0.0
1312,0.0887,0.0
1313,0.0281,0.0001
1314,0.001,0.0
1315,0.0874,0.0
1316,0.0508,0.0001
1317,0.0069,0.0
1318,0.0357,0.0039
1319,0.0005,0.0003
1320,0.0004,0.0008
1321,0.0016,0.0001
1322,0.0127,0.0
1323,0.0698,0.0
1324,0.0036,0.0
1325,0.0015,0.0003
1326,0.1048,0.0003
1327,0.003,0.0
1328,0.0006,0.0025
1329,0.0016,0.0
1330,0.0261,0.0152
1331,0.0788,0.0002
1332,0.0465,0.0003
1333,0.0808,0.0
1334,0.0244,0.0
1335,0.0259,0.0
1336,0.0713,0.0
1337,0.0027,0.0
1338,0.004,0.0
1339,0.0492,0.0
1340,0.0036,0.0
1341,0.0605,0.0
1342,0.0001,0.0
1343,0.0676,0.0401
1344,0.0018,0.0
1345,0.0215,0.0276
1346,0.087,0.0
1347,0.0822,0.0
1348,0.0422,0.0
1349,0.0003,0.0
1350,0.0451,0.0
1351,0.0397,0.001
1352,0.001,0.0038
1353,0.0009,0.0
1354,0.0246,0.0061
1355,0.0009,0.0001
1356,0.0144,0.0009
1357,0.0114,0.0
1358,0.0006,0.0
1359,0.1344,0.0007
1360,0.1235,0.0041
1361,0.0005,0.0
1362,0.0014,0.0
1363,0.0015,0.0002
1364,0.0118,0.0
1365,0.001,0.0026
1366,0.0006,0.0013
1367,0.0049,0.0085
1368,0.0041,0.0
1369,0.0012,0.0
1370,0.0009,0.0002
1371,0.0259,0.0007
1372,0.2481,0.0
1373,0.003,0.0001
1374,0.0008,0.0
1375,0.0055,0.0
1376,0.12,0.0
1377,0.0009,0.0047
1378,0.0012,0.0003
1379,0.0015,0.0002
1380,0.0023,0.0
1381,0.0012,0.0002
1382,0.0124,0.0
1383,0.0127,0.0001
1384,0.0181,0.0002
1385,0.0028,0.0001
1386,0.0012,0.0
1387,0.0097,0.0001
1388,0.0224,0.0
1389,0.0012,0.0001
1390,0.0014,0.0009
1391,0.0086,0.0005
1392,0.015,0.0001
1393,0.0086,0.0001
1394,0.012,0.0038
1395,0.0012,0.0003
1396,0.0038,0.0002
1397,0.1917,0.0
1398,0.1338,0.0
1399,0.0007,0.0
1400,0.0009,0.0
1401,0.0069,0.0004
1402,0.1426,0.0009
1403,0.013,0.0
1404,0.0034,0.0
1405,0.0022,0.0
1406,0.0802,0.0
1407,0.071,0.0
1408,0.0019,0.0
1409,0.0011,0.0005
1410,0.139,0.0
1411,0.0013,0.0003
1412,0.2101,0.0
1413,0.0707,0.0
1414,0.0461,0.0
1415,0.0003,0.0016
1416,0.0498,0.0
1417,0.0023,0.0002
1418,0.0597,0.0
1419,0.0599,0.0012
1420,0.0032,0.0
1421,0.0008,0.0
1422,0.0425,0.0
1423,0.0026,0.0027
1424,0.0379,0.0
1425,0.0291,0.0
1426,0.0588,0.0
1427,0.0229,0.0
1428,0.1939,0.0
1429,0.1097,0.0
1430,0.0013,0.0009
1431,0.0005,0.0001
1432,0.0164,0.0002
1433,0.003,0.0002
1434,0.1197,0.0
1435,0.001,0.0002
1436,0.0003,0.0008
1437,0.0031,0.0
1438,0.0944,0.0
1439,0.1393,0.0001
1440,0.1285,0.0
1441,0.0006,0.0001
1442,0.0579,0.0
1443,0.0663,0.0
1444,0.0018,0.0002
1445,0.0038,0.0
1446,0.0007,0.0002
1447,0.0904,0.0
1448,0.0184,0.0
1449,0.0038,0.0
1450,0.0354,0.0003
1451,0.1125,0.0001
1452,0.0011,0.0
1453,0.0862,0.0
1454,0.0013,0.0
1455,0.0007,0.0
1456,0.0006,0.0
1457,0.0075,0.0
1458,0.0022,0.0
1459,0.0333,0.0
1460,0.0363,0.0002
1461,0.0145,0.0
1462,0.0003,0.0
1463,0.0682,0.0
1464,0.0454,0.0001
1465,0.0164,0.0
1466,0.0013,0.0001
1467,0.0014,0.0
1468,0.1534,0.0
1469,0.0021,0.0
1470,0.0012,0.0
1471,0.0006,0.0
1472,0.0018,0.0
1473,0.0168,0.0
1474,0.0159,0.0
1475,0.0149,0.0
1476,0.2646,0.0001
1477,0.1104,0.0
1478,0.0173,0.0
1479,0.0174,0.0
1480,0.0022,0.0
1481,0.2396,0.0
1482,0.0835,0.0
1483,0.0025,0.0
1484,0.0952,0.0007
1485,0.0121,0.0
1486,0.0014,0.0
1487,0.0595,0.0001
1488,0.0387,0.0
1489,0.0342,0.0
1490,0.0007,0.0001
1491,0.0196,0.0
1492,0.002,0.0
1493,0.0389,0.0
1494,0.0011,0.0001
1495,0.0007,0.0
1496,0.1285,0.0001
1497,0.0023,0.0
1498,0.0034,0.0001
1499,0.0165,0.0
1500,0.0012,0.0
1501,0.0014,0.0
1502,0.1083,0.0
1503,0.0008,0.0
1504,0.002,0.0002
1505,0.0284,0.0
1506,0.0005,0.0004
1507,0.0005,0.0
1508,0.0008,0.0
1509,0.1226,0.0
1510,0.0339,0.0
1511,0.0032,0.0002
1512,0.0346,0.0
1513,0.003,0.0
1514,0.0003,0.0
1515,0.0059,0.0001
1516,0.0667,0.0
1517,0.0025,0.0
1518,0.0006,0.0003
1519,0.0009,0.0
1520,0.0348,0.0
1521,0.0338,0.0
1522,0.0224,0.0
1523,0.0019,0.0
1524,0.0011,0.0
1525,0.018,0.0
1526,0.001,0.0
1527,0.0008,0.0
1528,0.1026,0.0
1529,0.0006,0.0
1530,0.0013,0.0001
1531,0.001,0.0
1532,0.0007,0.0
1533,0.0469,0.0001
1534,0.1022,0.0
1535,0.0203,0.0003
1536,0.0021,0.0
1537,0.0012,0.0
1538,0.0015,0.0
1539,0.0679,0.0
1540,0.0336,0.0
1541,0.0014,0.0
1542,0.001,0.0001
1543,0.0098,0.0
1544,0.0484,0.0
1545,0.1391,0.0
1546,0.2562,0.0
1547,0.0568,0.0
1548,0.0459,0.0
1549,0.0006,0.0
1550,0.0008,0.0
1551,0.0003,0.0
1552,0.0001,0.0
1553,0.0003,0.0
1554,0.0017,0.0002
1555,0.0004,0.0
1556,0.0296,0.0
1557,0.0292,0.0
1558,0.0373,0.0
1559,0.005,0.0
1560,0.0124,0.0
1561,0.1937,0.0
1562,0.0004,0.0
1563,0.0001,0.0
1564,0.0036,0.0
1565,0.2198,0.0
1566,0.001,0.0001
1567,0.0015,0.0
1568,0.0295,0.0001
1569,0.0062,0.0
1570,0.0133,0.0
1571,0.0025,0.0001
1572,0.1279,0.0
1573,0.0051,0.0
1574,0.0006,0.0001
1575,0.0114,0.0
1576,0.005,0.0
1577,0.0044,0.0
1578,0.0003,0.0
1579,0.0013,0.0001
1580,0.0011,0.0
1581,0.1231,0.0002
1582,0.016,0.0
1583,0.0021,0.0
1584,0.0007,0.0
1585,0.0384,0.0
1586,0.003,0.0002
1587,0.0027,0.0
1588,0.0027,0.0
1589,0.0023,0.0001
1590,0.0327,0.0001
1591,0.0006,0.0
1592,0.0005,0.0
1593,0.0004,0.0015
1594,0.0039,0.0
1595,0.0236,0.0
1596,0.0029,0.0
1597,0.001,0.0
1598,0.0021,0.0
1599,0.0013,0.0
1600,0.1292,0.0
1601,0.0291,0.0
1602,0.0015,0.0
1603,0.0508,0.0
1604,0.0137,0.0
1605,0.0116,0.0005
1606,0.0373,0.0
1607,0.0008,0.0
1608,0.0013,0.0
1609,0.0012,0.0
1610,0.103,0.0
1611,0.0007,0.0
1612,0.0195,0.0001
1613,0.0893,0.0
1614,0.0007,0.0001
1615,0.0095,0.0
1616,0.0011,0.0
1617,0.0011,0.0
1618,0.0045,0.0
1619,0.0005,0.0
1620,0.0588,0.0
1621,0.1471,0.0
1622,0.004,0.0
1623,0.0046,0.0
1624,0.0042,0.0
1625,0.0013,0.0
1626,0.1791,0.0
1627,0.0098,0.0
1628,0.0018,0.0
1629,0.001,0.0
1630,0.0001,0.0
1631,0.0211,0.0
1632,0.2088,0.0
1633,0.0025,0.0
1634,0.0072,0.0
1635,0.215,0.0002
1636,0.0007,0.0001
1637,0.001,0.0
1638,0.1237,0.0
1639,0.1057,0.0
1640,0.0884,0.0
1641,0.1325,0.0
1642,0.0003,0.0
1643,0.0162,0.0
1644,0.0019,0.0
1645,0.0013,0.0
1646,0.002,0.0001
1647,0.1329,0.0
1648,0.0038,0.0
1649,0.0027,0.0
1650,0.1364,0.0
1651,0.0027,0.0
1652,0.0022,0.0
1653,0.0034,0.0
1654,0.0476,0.0
1655,0.003,0.0003
1656,0.1393,0.0018
1657,0.0157,0.0
1658,0.0199,0.0001
1659,0.011,0.0008
1660,0.2314,0.0
1661,0.0071,0.0
1662,0.0126,0.0005
1663,0.0207,0.0
1664,0.1899,0.0
1665,0.1578,0.0
1666,0.1001,0.0
1667,0.1382,0.0003
1668,0.0922,0.0
1669,0.0544,0.0
1670,0.0113,0.0001
1671,0.0044,0.0
1672,0.0571,0.0001
1673,0.0063,0.0001
1674,0.1067,0.0002
1675,0.0954,0.0
1676,0.0781,0.0
1677,0.0317,0.0
1678,0.029,0.0003
1679,0.007,0.0003
1680,0.0221,0.0001
1681,0.0101,0.0
1682,0.0008,0.0
1683,0.0104,0.0
1684,0.0023,0.0002
1685,0.2597,0.0001
1686,0.0009,0.0006
1687,0.0057,0.0
1688,0.0016,0.0
1689,0.0474,0.0
1690,0.1007,0.0
1691,0.002,0.0
1692,0.0994,0.0
1693,0.0789,0.0
1694,0.0043,0.0
1695,0.0007,0.0001
1696,0.0021,0.0
1697,0.0083,0.0
1698,0.0625,0.0
1699,0.143,0.0
1700,0.001,0.0
1701,0.0048,0.0
1702,0.1318,0.0
1703,0.0019,0.0
1704,0.0043,0.0
1705,0.0017,0.0
1706,0.0745,0.0
1707,0.001,0.0
1708,0.0005,0.0
1709,0.0957,0.0
1710,0.0459,0.0
1711,0.1007,0.0
1712,0.0016,0.0
1713,0.0037,0.0
1714,0.0858,0.0
1715,0.0319,0.0
1716,0.0116,0.0
1717,0.0011,0.0
1718,0.0004,0.0
1719,0.002,0.0
1720,0.0295,0.0
1721,0.0039,0.0
1722,0.001,0.0
1723,0.1013,0.0
1724,0.0006,0.0
1725,0.0209,0.0
1726,0.0229,0.0
1727,0.0003,0.0
1728,0.0391,0.0
1729,0.014,0.0
1730,0.0141,0.0
1731,0.0004,0.0042
1732,0.0123,0.0
1733,0.1274,0.0
1734,0.0004,0.0
1735,0.0116,0.0
1736,0.002,0.0
1737,0.0021,0.0
1738,0.008,0.0016
1739,0.1753,0.0
1740,0.0076,0.0
1741,0.0004,0.0
1742,0.0179,0.0
1743,0.1338,0.0
1744,0.0096,0.0
1745,0.0153,0.0
1746,0.0004,0.0009
1747,0.0214,0.0
1748,0.2899,0.0
1749,0.0048,0.0018
1750,0.0028,0.0
1751,0.0206,0.0
1752,0.0161,0.0
1753,0.0287,0.0002
1754,0.0002,0.0001
1755,0.001,0.0006
1756,0.0004,0.0
1757,0.0062,0.0011
1758,0.0452,0.0005
1759,0.1048,0.0
1760,0.0024,0.0
1761,0.0086,0.0
1762,0.0011,0.0002
1763,0.0006,0.0002
1764,0.0034,0.0
1765,0.0029,0.0001
1766,0.0049,0.0
1767,0.0011,0.0
1768,0.0724,0.0
1769,0.0299,0.0
1770,0.0021,0.0
1771,0.1893,0.0
1772,0.0482,0.0
1773,0.0885,0.0001
1774,0.1189,0.0001
1775,0.0661,0.0002
1776,0.0001,0.0
1777,0.0022,0.0
1778,0.0045,0.0001
1779,0.0928,0.0
1780,0.0009,0.0035
1781,0.1088,0.0001
1782,0.0025,0.0
1783,0.0005,0.0005
1784,0.034,0.0002
1785,0.1158,0.0
1786,0.081,0.0
1787,0.0292,0.0
1788,0.0007,0.0001
1789,0.0205,0.0
1790,0.0004,0.0001
1791,0.0354,0.0
1792,0.0964,0.0015
1793,0.0173,0.0001
1794,0.0006,0.0
1795,0.0012,0.0001
1796,0.0011,0.0
1797,0.0009,0.0001
1798,0.0018,0.0001
1799,0.0009,0.0
1800,0.0309,0.0008
1801,0.0178,0.0
1802,0.0381,0.0035
1803,0.0121,0.0023
1804,0.0012,0.0001
1805,0.0197,0.0001
1806,0.0065,0.0
1807,0.0008,0.0001
1808,0.0088,0.0
1809,0.003,0.0006
1810,0.0017,0.0
1811,0.1608,0.0003
1812,0.001,0.0
1813,0.0009,0.0
1814,0.0208,0.0002
1815,0.0183,0.0
1816,0.0019,0.0
1817,0.0003,0.0002
1818,0.0011,0.0
1819,0.0033,0.0
1820,0.1178,0.0001
1821,0.0002,0.0001
1822,0.0018,0.0
1823,0.0014,0.0
1824,0.0367,0.001
1825,0.0013,0.0
1826,0.0019,0.0
1827,0.0324,0.0
1828,0.0006,0.0
1829,0.3626,0.0107
1830,0.0034,0.0
1831,0.0025,0.0
1832,0.0039,0.0044
1833,0.0007,0.0
1834,0.0002,0.0
1835,0.0007,0.0
1836,0.1111,0.0
1837,0.0583,0.0001
1838,0.0011,0.0001
1839,0.1166,0.0015
1840,0.1433,0.0
1841,0.0917,0.0
1842,0.0213,0.0
1843,0.0005,0.0
1844,0.0033,0.0
1845,0.0004,0.0
1846,0.0003,0.0
1847,0.0029,0.0122
1848,0.004,0.0
1849,0.0007,0.0
1850,0.0012,0.0
1851,0.0028,0.0
1852,0.0069,0.0
1853,0.0018,0.0001
1854,0.0003,0.0004
1855,0.0023,0.0
1856,0.0002,0.0
1857,0.0038,0.0
1858,0.0008,0.0005
1859,0.0002,0.0002
1860,0.0007,0.0009
1861,0.0042,0.0
1862,0.0022,0.0
1863,0.0007,0.0035
1864,0.0002,0.0004
1865,0.0039,0.0001
1866,0.0016,0.0
1867,0.002,0.0
1868,0.0061,0.0
1869,0.0069,0.0
1870,0.0032,0.0
1871,0.0004,0.0011
1872,0.0002,0.0037
1873,0.3652,0.0
1874,0.0003,0.0005
1875,0.0008,0.0
1876,0.0025,0.0001
1877,0.0174,0.0
1878,0.0018,0.0
1879,0.0005,0.0
1880,0.0005,0.0
1881,0.0002,0.0
1882,0.0099,0.0015
1883,0.0006,0.0
1884,0.0033,0.0008
1885,0.0011,0.0
1886,0.0037,0.0
1887,0.0011,0.0001
1888,0.0005,0.0
1889,0.0005,0.0
1890,0.0004,0.0
1891,0.004,0.0
1892,0.0825,0.0
1893,0.2376,0.0
1894,0.003,0.0
1895,0.004,0.0
1896,0.076,0.0
1897,0.0023,0.0
1898,0.0015,0.0001
1899,0.0029,0.0001
1900,0.0481,0.0
1901,0.0029,0.0
1902,0.001,0.0
1903,0.0017,0.0
1904,0.026,0.0
1905,0.001,0.0
1906,0.0021,0.0
1907,0.2059,0.0
1908,0.0081,0.0
1909,0.0622,0.0003
1910,0.0109,0.0
1911,0.1337,0.0001
1912,0.0008,0.0
1913,0.1402,0.0
1914,0.0002,0.0
1915,0.0009,0.0001
1916,0.0293,0.0
1917,0.0038,0.0
1918,0.0028,0.0
1919,0.0048,0.0
1920,0.1367,0.0
1921,0.0024,0.0
1922,0.0059,0.0
1923,0.0934,0.0
1924,0.0419,0.0
1925,0.0028,0.0
1926,0.0018,0.0001
1927,0.0019,0.0
1928,0.0447,0.0
1929,0.0109,0.0
1930,0.0005,0.0
1931,0.1026,0.0
1932,0.0003,0.0
1933,0.0719,0.0
1934,0.0014,0.0091
1935,0.0278,0.0
1936,0.0009,0.0
1937,0.0089,0.0001
1938,0.0022,0.0
1939,0.01,0.0
1940,0.0009,0.0018
1941,0.0052,0.0
1942,0.0031,0.0
1943,0.0001,0.0
1944,0.0002,0.0
1945,0.207,0.0
1946,0.0011,0.0
1947,0.0015,0.0
1948,0.4145,0.0211
1949,0.1123,0.0
1950,0.021,0.0001
1951,0.0013,0.0018
1952,0.0007,0.0067
1953,0.0021,0.0
1954,0.0199,0.0001
1955,0.191,0.0002
1956,0.019,0.0
1957,0.119,0.0001
1958,0.0359,0.0004
1959,0.0263,0.0001
1960,0.0034,0.0
1961,0.0926,0.0
1962,0.0249,0.0031
1963,0.0034,0.0002
1964,0.0245,0.0
1965,0.0841,0.0219
1966,0.0015,0.0002
1967,0.0308,0.0003
1968,0.0122,0.0002
1969,0.0026,0.0
1970,0.0031,0.0
1971,0.0028,0.0017
1972,0.0048,0.0
1973,0.0008,0.0
1974,0.1132,0.0001
1975,0.1813,0.0026
1976,0.0088,0.0
1977,0.0023,0.0
1978,0.0008,0.0328
1979,0.0232,0.0051
1980,0.1372,0.0
1981,0.0004,0.0
1982,0.0088,0.0014
1983,0.0068,0.0
1984,0.0386,0.0
1985,0.0002,0.0001
1986,0.0053,0.0
1987,0.0006,0.0
1988,0.0257,0.0
1989,0.0165,0.0057
1990,0.0027,0.0
1991,0.0222,0.0
1992,0.0241,0.0
1993,0.0001,0.0
1994,0.0053,0.0002
1995,0.0063,0.0
1996,0.0002,0.0
1997,0.4107,0.0
1998,0.0071,0.0001
1999,0.0045,0.0001
2000,0.1365,0.0005
